geo,time,sex,alcohol_daily_pct,alcohol_monthly_pct,alcohol_never_pct,alcohol_weekly_pct,gdp_per_capita,healthy_life_expectancy,alcohol_consumption_index,abstinence_rate,health_per_gdp_ratio
Sweden,2014,Total,2.6,28.5,9.5,39.5,44690.0,,46.475,9.5,
Sweden,2019,Females,1.3,26.8,11.2,35.9,47910.0,72.7,41.625,11.2,0.0015174285117929452
Sweden,2019,Females,1.3,26.8,11.2,35.9,47910.0,,41.625,11.2,
Sweden,2019,Males,2.4,27.8,8.4,44.3,47910.0,73.8,49.52499999999999,8.4,0.0015403882279273638
Sweden,2019,Males,2.4,27.8,8.4,44.3,47910.0,,49.52499999999999,8.4,
Sweden,2019,Total,1.8,27.3,9.8,40.1,47910.0,73.3,45.525000000000006,9.8,0.0015299519933208098
Sweden,2019,Total,1.8,27.3,9.8,40.1,47910.0,,45.525000000000006,9.8,
United Kingdom,2014,Females,5.7,17.9,7.2,41.7,,64.2,45.925,7.2,
United Kingdom,2014,Females,5.7,17.9,7.2,41.7,,,45.925,7.2,
United Kingdom,2014,Males,10.4,15.1,4.8,53.0,,63.3,57.699999999999996,4.8,
United Kingdom,2014,Males,10.4,15.1,4.8,53.0,,,57.699999999999996,4.8,
United Kingdom,2014,Total,7.9,16.6,6.1,46.9,,63.8,51.375,6.1,
United Kingdom,2014,Total,7.9,16.6,6.1,46.9,,,51.375,6.1,
